journal_clean,year
Banques des Professionnels,2018
Le Figaro,2014
Le Figaro,2019
Réponses Photo,2012
Le Télégramme Bretagne,2019
Midi Libre,2019
Le Progrès Lyon,2011
Ouest France,2018
Ouest France,2018
Ouest France,2017
La Voix du NordValenciennes,2013
Actu Labo,2019
Stratégies,2014
Les Echos,2017
Les Echos,2017
Emerce,2017
La Lettre des juristes d'affaires Le Magazine,2018
01 net,2017
L'Usine Nouvelle,2015
La Voix du Nord,2019
Le Bien Public,2019
Bulletin Quotidien,2019
Midi Libre,2015
Centre Presse AveyronRODEZ_CP,2018
Midi Libre,2019
l'Humanité,2019
Midi Libre,2019
Libération,2020
Sud Ouest,2016
Les Echos,2016
IT for Business,2020
L'Usine Nouvelle,2018
Assurances des Particuliers,2017
Le Maine Libre,2013
01 net,2016
L'Usine Nouvelle,2019
Ouest France,2015
Capital Finance,2019
Le Monde,2018
L'Argus de l'assurance,2020
Le Quotidien du Médecin,2017
Décision Atelier,2019
Décideurs Magazine,2018
L'AGEFI,2018
Capital Finance,2019
La Dépêche du MidiToulouse,2018
La Tribune,2019
Les Echos,2018
L'Obs,2019
Le Figaro,2020
Valeurs Actuelles,2020
ElectroniqueS,2020
Relation Client,2017
Wansquare,2017
L'Usine Nouvelle,2018
L'AGEFI,2011
mind Fintech,2018
Le Parisien,2018
Option Finance,2019
Droit et patrimoine,2020
Nord Littoral,2011
L'Usine Nouvelle,2017
mind Media,2018
E marketing,2019
Les Echos,2018
L'AGEFI,2018
Les Echos,2018
La Provence,2018
Le Figaro,2020
Sciences et Avenir,2017
Le Monde,2012
La Correspondance économique,2017
Ouest France,2019
Midi Libre,2018
Charente LibreToutes,2015
HuffPost France,2019
HuffPost France,2019
La Recherche,2018
Libération,2019
Le Parisien,2011
L'Usine Nouvelle,2018
Atlantico,2018
Chef d'Entreprise,2017
Le Télégramme Bretagne,2018
Le Télégramme Bretagne,2018
Ouest France,2011
Le Point,2017
Le Figaro,2015
L'Obs,2020
Libération,2016
LSA,2019
L'Auto Journal,2020
Presse Océan,2019
Le Monde,2018
La Croix,2019
Libération,2019
L'Usine Nouvelle,2019
Les Echos,2018
Libération,2018
Les Echos,2017
L'Usine Nouvelle,2019
Aujourd'hui en FranceEdition Principale,2018
Ouest France,2018
Wansquare,2018
Le Populaire du CentreHaute Vienne,2020
IT for Business,2019
Acteurs Publics Nominations,2014
La Tribune,2019
L'Express,2017
La Dépêche du MidiToulouse,2019
mind Health,2020
La Nouvelle République du Centre Ouest,2019
Industrie et Technologies,2017
Ouest France,2020
L'AGEFI,2020
L'Usine Nouvelle,2019
L'Usine Nouvelle,2018
Courrier International,2019
L'Indépendant,2020
Les Echos,2018
L'Usine Nouvelle,2015
Les Echos,2017
Emerce,2019
L'Usine Nouvelle,2018
L'Usine Nouvelle,2018
E Commerce,2017
JournalAuto,2017
L'Expansion,2016
Industrie et Technologies,2012
La Recherche,2012
La Montagne,2019
Nord ÉclairRoubaix,2014
Les Echos,2019
Ouest France,2015
Les Echos,2018
Les Echos,2018
Télérama,2016
Valeurs Actuelles,2019
LSA,2018
Les Echos,2020
Les Echos,2020
Le Figaro,2016
Challenges,2020
Décideurs Magazine,2017
La Croix,2017
Le Nouveau Magazine Littéraire,2019
Les Echos,2013
Le Figaro,2018
Assurances des Particuliers,2017
Sciences et Avenir,2020
Le Monde,2017
Le Monde,2017
La Tribune,2017
La Tribune,2016
l'Humanité,2019
l'Humanité,2017
La Lettre de l'Expansion,2018
Nord Littoral,2019
Le Figaro,2019
Sciences et Avenir,2019
Les Echos,2017
Capital Finance,2019
Capital Finance,2019
Le Figaro,2016
Sciences et Avenir,2018
Libération,2016
L'Obs,2019
Le Monde,2012
La Tribune,2011
La Provence,2019
LSA,2018
Stratégie,2018
La Lettre de l'audiovisuel,2019
TOM,2018
Ouest France,2019
Le Monde,2012
Libération,2014
HuffPost France,2019
Ouest France,2020
L'Express,2017
La Vie,2019
Sciences et Avenir,2017
Challenges,2015
Challenges,2015
Centre Presse AveyronRODEZ_CP,2019
Le Figaro,2016
Les Echos,2018
E marketing,2019
La Correspondance de la Publicité,2018
Industrie et Technologies,2012
Le Figaro,2017
IT for Business,2020
Process Alimentaire,2012
Le Monde,2014
mind Health,2019
mind Health,2019
mind Health,2020
Sciences et Avenir,2017
France Football,2020
L'Expansion,2012
Mind,2017
La Correspondance de la Presse,2017
L'Usine Nouvelle,2018
L'Usine Nouvelle,2018
L'Usine Nouvelle,2018
Sud Ouest,2016
Marketing France,2018
Libération,2016
Le Point,2017
L'Usine Nouvelle,2020
Le Maine LibreGrand Mans; Sarthe Loir,2020
Les Echos,2017
Sciences et Avenir,2019
Sécurité Informatique,2017
Ouest France,2020
Capital Finance,2019
IT for Business,2018
Emerce,2017
La Tribune,2018
Le Journal du Vrac,2020
L'Usine Nouvelle,2018
Recyclage Récupération,2019
L'Usine Nouvelle,2017
La Correspondance de la Presse,2020
L'AGEFI,2020
L'AGEFI,2020
Banques des Entreprises,2017
La Tribune,2019
Réponses Photo,2020
La Dépêche du MidiTarn,2020
Boursier,2013
Réponses Photo,2020
Challenges,2019
La Lettre de la Bourse,2019
Courrier picardSaint Quentin,2020
Ouest France,2016
Ouest France,2016
Le Télégramme Bretagne,2019
Courrier picardSaint Quentin,2020
L'Usine Nouvelle,2020
Libération,2019
Ouest France,2019
Ouest France,2019
Sciences et Avenir,2018
L'Usine Nouvelle,2018
mind Media,2018
L'Echo touristique,2011
La Voix du Nord,2018
Air et Cosmos,2015
Air et Cosmos,2015
Intelligence Onlineançais,2020
Le Parisien,2019
Comment Ça Marche,2019
Le Télégramme Bretagne,2019
La Provence,2016
Relation Client,2017
Les Echos,2018
Les Echos,2018
La Tribune,2019
L'Echo républicain,2014
Ouest France,2020
Les Echos,2018
L'Usine Nouvelle,2020
L'Est éclair,2020
La Gazette desmunes,2019
Les Echos,2019
IT for Business,2017
Le Progrès Lyon,2019
La Nouvelle République du Centre OuestDEUX SEVRES,2018
Le Journal du Net JDN,2020
Sud Ouest,2019
Investir Le Journal des finances,2012
IT for Business,2018
20 Minutes,2015
Le Figaro,2015
L'Usine Nouvelle,2017
L'Usine Nouvelle,2017
Linéaires,2018
Bulletin Quotidien,2020
Emballages magazine,2018
Décideurs Magazine Site web,2018
Point Banque,2011
L'Usine Nouvelle,2019
Madame Figaro,2019
Sud Ouest,2017
Le Progrès Lyon,2017
Le Figaro,2017
La Voix du NordValenciennes,2019
LSA,2020
LSA,2020
01 net,2020
La Documentation catholique,2019
Les Echos,2016
La Tribune,2020
L'Usine Nouvelle,2018
L'Usine Nouvelle,2015
Sud Ouest,2018
Capital Finance,2020
Sud Ouest,2018
Science et Vie,2020
Actu Labo,2017
Nord Éclair,2015
L'AGEFI,2017
Le Monde,2017
Emballages magazine,2017
L'Usine Nouvelle,2017
Ouest France,2019
Nord Éclair,2015
L'Usine Nouvelle,2019
Capital Finance,2020
Linéaires,2020
Libération,2018
Challenges,2018
Le Monde,2018
L'Écho touristique,2018
Investir Le Journal des finances,2017
La Lettre de l'audiovisuel,2016
Les Echos,2020
Le Monde,2019
Les Echos,2015
Le Monde,2017
L'Usine Nouvelle,2015
01 net,2015
Ouest France,2015
Les Echos,2019
Stratégie,2019
Sud Ouest,2020
La Croix,2019
Le Figaro,2018
Mind Fintech,2017
L'Obs,2019
Le Point,2016
Ouest France,2016
Corse Matin,2019
Les Echos,2018
Le Figaro,2014
Presse Océan,2014
La Dépêche du MidiToulouse; Sud Est,2018
Evene,2019
Les Echos,2019
Les Echos,2017
Le Maine LibreHaute Sarthe; Grand Mans; Sarthe Loir,2019
Le Monde,2019
Atlantico,2016
L'Indépendant,2019
01 net,2020
L'AGEFI,2018
Stratégies,2017
L'Obs,2018
La Montagne,2018
Les Echos,2017
L'Obs,2016
Libération,2018
Le Maine Libre,2018
Mind Fintech,2017
La Tribune,2020
Les Echos,2019
L'Usine Nouvelle,2017
l'Humanité,2019
Stratégie,2019
L'Express Styles,2015
Stratégies,2019
LSA,2018
L'Usine Nouvelle,2018
Décision Achats,2020
Écrans,2016
Science et Vie,2020
Challenges,2017
L'Usine Nouvelle,2017
Midi Libre,2019
La Correspondance de la Presse,2019
La Provence,2020
Sud Ouest,2011
Sud Ouest,2011
L'Usine Nouvelle,2020
Emballages magazine,2015
Sud Ouest,2019
Le Monde,2016
Le Monde,2018
Le Point,2019
Bus et Car Connexion,2019
Ouest France,2018
L'Argus de l'assurance,2020
La Tribune,2018
Le Parisien,2013
L'Usine Nouvelle,2018
La Tribune,2018
Libération,2012
Le Point,2018
Le Point,2017
Le Point,2018
Le Point,2017
Le Point,2018
Le Point,2018
Le Point,2018
Emballages magazine,2020
Le Point,2013
La Recherche,2012
Le Point,2013
La Voix du NordCambrai,2017
La Voix du Nord,2019
Aujourd'hui en FranceEdition Principale,2017
Stratégies,2012
Le Point,2018
01 net,2019
L'Usine Nouvelle,2019
Le Monde,2018
L'AGEFI,2017
CNews Matin Lyon Plus,2019
Le Populaire du CentreHaute Vienne; Limoges,2015
Le Quotidien du Médecin,2017
mind Fintech,2020
Capital Finance,2020
Challenges,2018
Le Télégramme Bretagne,2013
L'Indépendant,2016
Le Monde,2018
L'Usine Nouvelle,2018
Le Figaro,2019
Midi Libre,2019
Revue Lamy Droit de l'immatériel,2017
L'Usine Nouvelle,2018
L'Union FranceL'Ardennais,2018
L'AGEFI,2018
L'Usine Nouvelle,2018
Le Figaro,2018
L'Express,2018
Corse Matin,2018
Le Maine LibreAngers; Cholet; Deux Sevres; Nord Anjou; Saumur,2017
Ouest France,2017
IT for Business,2020
Les Echos,2020
L'Obs,2019
L'Obs,2019
La Dépêche du MidiComminges; Toulouse,2014
JournalAuto,2019
Midi Libre,2019
La Croix,2019
Industrie et Technologies,2017
Le Télégramme Bretagne,2018
La République des Pyrénées,2018
L'Indépendant,2020
Emerce,2019
Le Progrès Lyon,2018
Intelligence Online Éditionançaise,2012
Intelligence Online Éditionançaise,2011
Intelligence Online Éditionançaise,2011
Intelligence Online Éditionançaise,2013
Process Alimentaire,2018
Courrier picardAmiens,2020
L'Entreprise,2011
Le Monde,2016
La Tribune,2020
La Tribune,2020
La Tribune,2020
La Tribune,2020
La Tribune,2020
La Tribune,2020
La Tribune,2020
Sciences et Avenir,2017
Ouest France,2019
Ouest France,2019
Le Figaro,2019
Les Echos,2018
Challenges,2020
Le Quotidien du Médecin,2012
Les Echos,2019
Le Journal de Saône et LoireLons,2017
Industrie et Technologies,2018
L'Est Républicain,2018
Les Echos,2017
Aujourd'hui en France,2011
Industrie et Technologies,2016
Les Echos,2018
Les Echos,2018
Air et Cosmos,2017
La Nouvelle République du Centre OuestDEUX SEVRES,2018
L'Est Républicain,2017
Le Progrès Lyon,2018
Midi Libre,2020
L'Indépendant,2020
Centre Presse AveyronRODEZ_CP,2018
Bus et Car Connexion,2019
01 net,2019
01 net,2018
01 net,2019
Atlantico,2020
La République du Centre,2017
La Voix du Nord,2017
Le Figaro,2018
Midi Libre,2019
Midi Libre,2018
Le Progrès Lyon,2019
Le Figaro,2016
L'Usine Nouvelle,2020
L'Usine Nouvelle,2020
Emerce,2017
L'Echo touristique,2017
Industrie et Technologies,2014
Actu Labo,2017
E marketing,2019
Relation Client,2019
Le Télégramme Bretagne,2019
La Dépêche du MidiGÉNÉRAL,2017
mind Health,2020
mind Health,2020
Courrier picardSaint Quentin,2019
Sciences et Avenir,2017
Les Echos,2017
L'Express,2018
Le Télégramme Bretagne,2018
La Recherche,2019
Banques des Particuliers,2017
Le Moniteur,2020
ChannelBiz,2018
Midi Libre,2016
L'Union FranceReims,2019
Le Point,2017
La Tribune,2014
L'Obs,2017
Les Echos,2018
Les Echos,2018
Sciences et Avenir,2018
Ouest France,2018
Ouest France,2018
Ouest France,2017
La Tribune,2017
La Tribune,2017
mind Fintech,2019
Le Monde,2017
La Tribune,2017
La Tribune,2017
La Tribune,2017
Le Figaro Étudiant,2016
mind Fintech,2019
L'AGEFI,2018
La Correspondance de la Presse,2019
La Dépêche du MidiGÉNÉRAL,2020
Le Moniteur,2018
Capital Finance,2019
Le Monde,2015
Le Télégramme Bretagne,2015
La Tribune,2015
Nord Éclair,2015
Centre Presse AveyronRODEZ_CP,2017
Le Monde,2018
Ouest France,2015
L'Est Républicain,2019
01 net,2020
l'Humanité,2016
Le Télégramme Bretagne,2019
L'Usine Nouvelle,2020
Business Immo,2017
Le Télégramme Bretagne,2013
IT for Business,2018
La Croix,2019
L'Usine Nouvelle,2012
Corse Matin,2019
Le Journal du Net JDN,2020
01 Business et technologies,2013
Industrie et Technologies,2015
Ouest France,2018
Ouest France,2015
IT for Business,2020
Courrier picardCompiègne,2017
Relation Client,2020
Acteurs de l'économie Rhône Alpes,2013
Revue Lamy Droit de l'immatériel,2019
Le Télégramme BretagneCHATEAULIN,2017
La Provence,2016
Ouest France,2017
Midi Libre,2018
Le Figaro Étudiant,2016
Le Figaro Étudiant,2016
Les Echos,2020
Les Echos,2011
Les Echos,2020
Les Echos,2017
Les Echos,2020
Les Echos,2020
Les Echos,2014
Les Echos,2020
Les Echos,2019
Les Echos,2020
Les Echos,2018
Les Echos,2018
Les Echos,2020
Les Echos,2020
Les Echos,2020
La Provence,2018
La Tribune,2014
Midi Libre,2020
Ouest France,2020
Caractère,2012
Le Point,2017
Challenges,2018
Centre PresseRODEZ_CP,2011
Bulletin Quotidien,2018
Le Figaro,2018
La Montagne,2018
Sud Ouest,2018
Bulletin Quotidien,2020
La Correspondance économique,2018
Bus et Car Connexion,2018
Bulletin Quotidien,2018
Bulletin Quotidien,2018
Bulletin Quotidien,2017
Le Figaro,2018
La Voix du NordToutes éditions,2018
Revue Lamy Droit de l'immatériel,2018
La Lettre de l'audiovisuel,2017
Le Journal du Net JDN,2019
L'Usine Nouvelle,2014
La Lettre de l'audiovisuel,2019
20 Minutes,2018
Centre Presse AveyronRODEZ_CP,2018
Le Figaro,2012
La Tribune,2012
L'Indépendant,2020
Midi Libre,2018
L'Est Républicain,2018
Le Progrès Lyon,2017
Centre Presse AveyronRODEZ_CP,2018
LSA,2019
Satellinet,2014
Mind,2016
Mind,2017
Mind,2017
L'Usine Nouvelle,2018
L'Usine Nouvelle,2017
Ouest France,2020
L'Usine Nouvelle,2020
Centre Presse AveyronRODEZ_CP,2019
ToulÉco,2020
L'Usine Nouvelle,2018
Le Journal des entreprises,2013
Emballages magazine,2020
Biotech.Info 3.0,2018
Actu Labo,2019
ToulÉco,2020
L'Usine Nouvelle,2019
Le Moniteur,2020
NewsPressançais,2013
La Tribune,2018
Le Quotidien du Médecin,2020
Le Quotidien du Médecin,2013
Télérama,2014
La Correspondance de la Presse,2019
mind Health,2020
l'Humanité,2018
Stratégies,2018
ChannelBiz,2018
E Commerce,2017
Capital Finance,2018
Le Figaro,2019
Cercle Finance,2012
Le Progrès Lyon,2014
mind Health,2019
La Tribune,2017
La Tribune,2017
L'Usine Nouvelle,2019
Industrie et Technologies,2018
WanSquare,2019
Le Télégramme Bretagne,2019
LSA,2018
Midi Libre,2019
L'Usine Nouvelle,2020
M Le Magazine du Monde,2017
La Lettre A,2018
Le Quotidien du Médecin,2017
L'Usine Nouvelle,2019
Presse News,2017
Le Figaro,2018
Le Figaro,2017
Midi Libre,2018
Le Point,2019
Le Télégramme Bretagne,2011
Aujourd'hui en France,2014
L'Usine Nouvelle,2020
L'Obs,2020
Le Quotidien du Médecin,2019
Ouest France,2013
L'Union FranceL'Ardennais,2018
Le Point,2018
Ouest France,2018
Ouest France,2018
Ouest France,2017
Ouest France,2020
Ouest France,2018
Emerce,2017
IT for Business,2019
LSA,2018
L'AGEFI,2018
L'AGEFI,2018
Les Echos,2013
Ouest France,2015
Le Quotidien du Médecin,2018
L'Expansion,2013
La Dépêche du MidiTarn Albi,2018
Libération,2017
L'Usine Nouvelle,2019
L'Obs,2019
Sud Ouest,2019
LSA,2018
LSA,2018
LSA,2018
LSA,2017
LSA,2018
La République du Centre,2019
Liaisons sociales Magazine,2018
20 Minutes,2018
Mind Fintech,2018
Mind Fintech,2017
Banques Hebdo,2016
20 Minutes,2018
Industrie et Technologies,2016
Le Courrier de l'OuestTous Titres,2016
ToulÉco,2019
Industrie et Technologies,2016
Le Monde,2020
20 Minutes,2017
L'Usine Nouvelle,2017
La Montagne,2017
Le Monde,2015
La Provence,2014
Relation Client,2017
Écrans,2016
L'Est éclair,2019
20 Minutes,2018
La Voix du NordToutes éditions,2012
L'Usine Nouvelle,2020
L'Usine Nouvelle,2017
Sciences et Avenir,2018
Le Progrès Lyon,2014
Le Progrès Lyon,2014
Télérama,2017
Le Journal du Net JDN,2020
Emballages magazine,2015
Sciences et Avenir,2020
Le Figaro,2015
Décision Achats,2019
Le Progrès Lyon,2017
Sud Ouest,2018
Le Télégramme Bretagne,2018
Les Echos,2015
Nord ÉclairLens,2015
Les Echos,2020
Les Echos,2018
E Commerce,2018
Atlantico,2015
La Croix,2013
mind Fintech,2018
mind Fintech,2018
mind Fintech,2018
News Assurances Pro,2019
mind Fintech,2019
L'Argus de l'assurance,2019
L'Argus de l'assurance,2020
mind Fintech,2018
Les Echos,2019
Les Echos,2020
L'Obs,2018
mind Health,2020
mind Health,2019
mind Health,2019
Business Immo,2019
Boursier,2017
mind Fintech,2019
Le Moniteur des Travaux Publics et du Bâtiment,2018
Le Télégramme Bretagne,2018
mind Fintech,2020
Le Parisien,2015
Presse Océan,2018
Libération,2019
Le Monde,2017
Stratégie,2019
Ouest France,2016
La Correspondance de la Publicité,2016
Mieux Vivre Votre Argent,2019
TOM,2020
Vie Pratique Féminin,2018
La Lettre de l'audiovisuel,2020
Sciences et Avenir,2018
Ouest France,2019
La Croix,2015
Le Télégramme Bretagne,2019
La Dépêche du MidiGÉNÉRAL,2019
20 Minutes,2018
Courrier international,2015
La Lettre de l'audiovisuel,2019
L'Usine Nouvelle,2013
l'Humanité,2016
Libération,2018
Ouest France,2020
Le Monde,2015
Stratégie,2019
L'Usine Nouvelle,2017
Ouest France,2017
Funds,2018
Télérama,2014
Les Echos,2017
Les Echos,2017
L'Obs,2019
L'Obs,2019
Evene,2018
Courrier International,2019
IT for Business,2020
L'Usine Nouvelle,2019
Relation Client,2015
Sud Ouest,2016
Sud Ouest,2019
Sud Ouest,2017
La Tribune,2016
La Provence,2018
LSA,2016
Nord Éclair,2020
Ouest France,2020
Artisans,2020
Le Figaro,2017
Le Télégramme BretagneLORIENT,2018
La Dépêche du MidiGers,2016
Midi Libre,2019
Midi Libre,2019
ToulÉco,2019
Traitements et Matériaux,2019
Stratégies,2019
IT for Business,2020
IT for Business,2020
Sciences et Avenir,2018
L'Usine Nouvelle,2020
Industrie et Technologies,2019
L'Usine Nouvelle,2018
Emballages magazine,2018
Les Echos,2019
Industrie et Technologies,2019
Relation Client,2019
Relation Client,2019
Air et Cosmos,2018
La Provence,2016
Sud Ouest,2017
Ouest France,2020
L'Express,2020
L'Usine Nouvelle,2017
Le Journal du Net JDN,2020
L'Est éclair,2018
Le Monde,2018
La Tribune,2016
Le Point,2017
20 Minutes,2018
Le Quotidien du Médecin,2019
Cercle Finance,2017
Le Monde,2016
La Tribune,2016
L'Indépendant,2015
La Voix du NordLille,2018
La Lettre de l'audiovisuel,2017
L'Usine Nouvelle,2019
La Croix,2019
Les Echos,2018
La Lettre de l'audiovisuel,2018
mind Fintech,2018
Le Monde,2020
L'Argus de l'assurance,2020
L'Argus de l'assurance,2017
Le Quotidien du Médecin,2014
E marketing,2018
Le Figaro,2018
Le Figaro,2020
Emerce,2019
L'AGEFI,2018
Le Journal du Net JDN,2019
Investir Le Journal des finances,2020
Le Figaro Étudiant,2015
Libération,2018
Sciences et Avenir,2017
Le Monde,2017
mind Health,2019
IT for Business,2015
La Dépêche du MidiLot,2018
Ouest France,2020
Relation Client,2017
Sud Ouest,2020
20 Minutes,2018
Les Echos,2016
Intelligence Onlineançais,2019
La Nouvelle République du Centre OuestINFORMATIONS GENERALES,2018
Les Echos,2012
La Montagne,2020
L'Est Républicain,2019
Le Progrès Lyon,2019
Le Progrès Lyon,2019
Charente LibreToutes,2017
TOM,2019
Le Courrier de l'OuestAngers; Cholet; Deux Sevres; Nord Anjou; Saumur,2017
Presse Océan,2017
Ouest France,2019
Le Télégramme BretagneBREST VILLE,2017
L'Usine Nouvelle,2019
L'Usine Nouvelle,2019
L'Usine Nouvelle,2019
L'Usine Nouvelle,2019
L'Usine Nouvelle,2019
Industrie et Technologies,2020
L'Usine Nouvelle,2013
L'Équipe magazine,2013
Le Monde,2015
Les Echos,2016
La Tribune,2011
Libération,2013
Le Figaro,2018
La Lettre de l'audiovisuel,2018
CosmétiqueMagançais,2014
La Correspondance de la Presse,2018
La Croix,2016
HuffPost France,2018
L'Usine Nouvelle,2013
L'Usine Nouvelle,2019
Chef d'Entreprise,2020
Décision Achats,2020
TOM,2019
Le Télégramme BretagneBREST VILLE,2016
Stratégies,2020
Entreprise et Carrières,2017
Le Journal de Saône et LoireCreusot Autun,2017
Ouest France,2018
Capital Finance,2011
Nord ÉclairLille Villeneuve d'Ascq,2013
L'Usine Nouvelle,2018
La Lettre de l'audiovisuel,2017
L'Usine Nouvelle,2016
La Voix du Nord,2016
ElectroniqueS,2020
Le Quotidien du Médecin,2018
Le Courrier de l'Ouest,2018
Stratégies – Le 13H,2020
Le Courrier de l'Ouest,2020
Midi Libre,2020
Presse Océan,2020
L'Usine Nouvelle,2017
L'Union FranceSoissons,2018
La Provence,2018
L'Usine Nouvelle,2016
Stratégies,2020
La Nouvelle République du Centre Ouest,2015
Le Courrier de l'Ouest79 Courrier de l ouest,2015
Entrepreneurs des Territoires Magazine,2019
Le Figaro,2019
Midi Libre,2020
Corse Matin,2020
La Voix du NordToutes éditions,2016
L'Indépendant,2011
L'Indépendant,2011
Sciences et Avenir,2019
L'Obs,2019
Ouest France,2018
L'Union FranceChalons,2018
Sciences et Avenir,2018
Sciences et Avenir,2018
Sciences et Avenir,2017
Le Point,2017
La Tribune,2015
Le Figaro,2017
JournalAuto,2019
La Montagne,2015
ElectroniqueS,2018
Centre PresseRODEZ,2011
La Nouvelle République du Centre OuestDEUX SEVRES,2018
Le Figaro,2017
Industrie et Technologies,2017
Le Courrier de l'OuestDeux Sèvres,2020
Mesures,2020
Cercle Finance,2019
Intelligence Onlineançais,2020
La Correspondance de la Publicité,2018
L'Indépendant,2019
L'Usine Nouvelle,2018
Intelligence Onlineançais,2020
Emballages magazine,2017
CFNEWS,2019
IT for Business,2018
Les Echos,2018
Mesures,2019
L'AGEFI,2017
Chantiers de France,2019
Le Moniteur,2019
Capital Finance,2020
L'Officiel des Transporteurs,2018
L'AGEFI,2020
Décision Atelier,2017
Trading Sat,2019
La Lettre de la Bourse,2019
La Correspondance de la Publicité,2018
Stratégies – Le 13H,2020
Décideurs Magazine,2019
Les Echos,2017
Cercle Finance,2017
Emballages magazine,2013
Emballages magazine,2015
mind Fintech,2020
Mesures,2015
L'AGEFI,2017
L'Usine Nouvelle,2016
Investir,2011
Points de Vente,2020
Emballages magazine,2018
IT for Business,2017
Technologies Bancaires,2018
Boursier,2018
L'Usine Nouvelle,2020
Emballages magazine,2011
LSA,2017
Emballages magazine,2020
Décision Achats,2019
Emballages magazine,2015
La Correspondance de la Publicité,2018
Capital Finance,2019
La Correspondance de la Publicité,2018
L'Echo touristique,2012
IT for Business,2017
Tour Hebdo,2017
Industrie et Technologies,2017
Points de Vente,2018
Chef d'Entreprise,2020
Emerce,2020
CFNEWS,2018
Capital Finance,2019
L'Usine Nouvelle,2019
Emerce,2019
L'Usine Nouvelle,2020
La Correspondance de la Publicité,2018
CFNEWS,2019
Environnement Magazine hebdomadaire,2014
Ouest France,2016
Midi Libre,2018
Emerce,2019
Chef d'Entreprise,2019
mind Health,2019
mind Fintech,2019
L'Usine Nouvelle,2018
L'AGEFI,2017
Les Echos,2018
Les Echos,2018
L'Usine Nouvelle,2018
IT for Business,2015
Le Monde,2011
Sciences et Avenir,2020
Sport 24,2014
Ouest France,2019
Centre Presse Vienne,2016
Les Echos,2016
Le Monde,2016
Les Echos,2020
ElectroniqueS,2019
Actu Labo,2016
Actu Labo,2019
Actu Labo,2019
ElectroniqueS,2020
Actu Labo,2017
Relation Client,2017
La Tribune,2019
La Tribune,2019
La Tribune,2019
Les Echos,2018
l'Humanité,2017
Industrie et Technologies,2016
Les Echos,2020
Les Echos,2020
LSA,2017
Le Télégramme Bretagne,2016
Le Télégramme Bretagne,2017
La Nouvelle République du Centre OuestINFORMATIONS GENERALES,2017
Charente LibreToutes,2016
Nord Éclair,2016
La Provence,2016
Le Télégramme BretagneLORIENT,2017
La Tribune,2011
La Tribune,2011
l'Humanité,2019
LSA,2017
Le Progrès Lyon,2012
L'AGEFI,2017
Le Maine LibreGrand Mans,2012
Ouest France,2011
mind Health,2018
Le Quotidien du Médecin,2019
Le Monde,2016
Le Monde,2016
Les Echos,2019
Ouest France,2016
Le Figaro,2015
HuffPost France,2019
Air et Cosmos,2018
Négoce,2016
La Correspondance de la Publicité,2020
Le Quotidien du Médecin,2016
News Assurances Pro,2016
Process Alimentaire,2014
L'Express,2017
Bulletin Quotidien,2019
Le Figaro,2019
Le Figaro,2018
Corse Matin,2017
L'Obs,2019
Le Berry républicainCher,2018
La Voix du NordToutes éditions,2019
Les Echos,2017
La Matinale du Monde,2017
Ouest France,2020
Le Point,2019
Le Point,2019
La Tribune,2020
Stratégies,2019
Sciences et Avenir,2017
L'Entreprise,2013
La Provence,2019
La Tribune,2020
Le Moniteur des Travaux Publics et du Bâtiment,2016
Mind,2016
Le Populaire du CentreHaute Vienne; Limoges,2017
Silicon,2018
La Tribune,2019
L'Obs,2019
Les Echos,2020
Le Point,2015
Le Point,2015
L'Express,2017
Stratégies,2018
Le Journal des entreprises,2016
Ouest France,2020
Ouest France,2011
L'Obs,2015
Aujourd'hui en France,2014
Écrans,2016
Le Figaro,2019
Actu Environnement,2019
L'Usine Nouvelle,2019
mind Health,2020
Challenges,2018
Le Journal du CentreNièvre,2015
Le Progrès Lyon,2019
La Nouvelle République du Centre OuestLOIR ET CHER,2020
Les Echos,2019
Le Télégramme Bretagne,2013
L'Est Républicain,2018
Le Télégramme Bretagne,2011
Le Monde,2017
La Matinale du Monde,2017
Boursier,2018
Investir Le Journal des finances,2018
Le Figaro,2017
Investir Le Journal des finances,2019
Le Télégramme Bretagne,2013
Boursier,2017
Cercle Finance,2019
Charente LibreToutes,2019
L'Usine Nouvelle,2018
Les Echos,2018
Les Echos,2020
Les Echos,2020
Sud Ouest,2018
La Tribune,2018
L'Usine Nouvelle,2017
Tour Hebdo,2017
Les Echos,2018
L'Echo touristique,2014
La Provence,2019
Le Point,2020
Industrie et Technologies,2012
Le 18h,2011
Mind,2017
Les Echos,2016
Le Progrès Lyon,2012
IT for Business,2018
IT for Business,2018
Les Echos,2019
Le Quotidien du Médecin,2016
Pèlerin,2015
L'Usine Nouvelle,2018
Sport 24,2019
Le Monde,2013
Télérama,2020
L'Usine Nouvelle,2015
l'Humanité,2015
La Croix,2017
Télérama,2020
Challenges,2019
L'Est Républicain,2019
LSA,2019
Liaisons sociales Magazine,2018
L'Usine Nouvelle,2017
L'Usine Nouvelle,2017
L'Obs,2017
Le Journal de Saône et Loire,2011
Les Echos,2017
Libération,2020
Libération,2020
Industrie et Technologies,2014
Sud Ouest,2016
Les Echos,2019
Le Maine Libre72 Maine Libre,2014
Challenges,2020
Aujourd'hui en FranceEdition Principale,2018
Le Monde,2017
Air et Cosmos,2020
Acteurs Publics,2019
Revue Lamy Droit de l'immatériel,2018
Libération,2019
Le Monde,2018
Sud Ouest,2013
Le Quotidien du Médecin,2018
Capital Finance,2020
Capital Finance,2018
L'Usine Nouvelle,2013
CFNEWS,2018
